areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E92000001,England,nation,2020-06-19,47805,3575,821
E92000001,England,nation,2020-06-18,47729,3681,942
E92000001,England,nation,2020-06-17,47650,3826,910
E92000001,England,nation,2020-06-16,47559,3934,993
E92000001,England,nation,2020-06-15,47456,3920,936
E92000001,England,nation,2020-06-14,47364,3973,744
E92000001,England,nation,2020-06-13,47245,4000,789
E92000001,England,nation,2020-06-12,47160,4136,943
E92000001,England,nation,2020-06-11,47038,4179,912
E92000001,England,nation,2020-06-10,46930,4447,1080
E92000001,England,nation,2020-06-09,46788,4665,1054
E92000001,England,nation,2020-06-08,46661,4830,990
E92000001,England,nation,2020-06-07,46519,4820,666
E92000001,England,nation,2020-06-06,46382,5004,726
E92000001,England,nation,2020-06-05,46253,5213,1024
E92000001,England,nation,2020-06-04,46093,5398,1145
E92000001,England,nation,2020-06-03,45930,5600,1238
E92000001,England,nation,2020-06-02,45751,5827,1348
E92000001,England,nation,2020-06-01,45547,5954,1312
E92000001,England,nation,2020-05-31,45368,5933,987
E92000001,England,nation,2020-05-30,45193,5972,996
E92000001,England,nation,2020-05-29,45005,6250,1371
E92000001,England,nation,2020-05-28,44789,6528,1571
E92000001,England,nation,2020-05-27,44548,6836,1609
E92000001,England,nation,2020-05-26,44315,7305,1450
E92000001,England,nation,2020-05-25,44055,7448,1376
E92000001,England,nation,2020-05-24,43815,7415,1200
E92000001,England,nation,2020-05-23,43581,7428,1301
E92000001,England,nation,2020-05-22,43326,7761,1792
E92000001,England,nation,2020-05-21,43070,7903,2267
E92000001,England,nation,2020-05-20,42784,8115,2341
E92000001,England,nation,2020-05-19,42481,8518,2583
E92000001,England,nation,2020-05-18,42165,8668,2205
E92000001,England,nation,2020-05-17,41821,8611,1586
E92000001,England,nation,2020-05-16,41505,8643,1767
E92000001,England,nation,2020-05-15,41154,9079,2130
E92000001,England,nation,2020-05-14,40795,9231,2208
E92000001,England,nation,2020-05-13,40422,9602,2882
E92000001,England,nation,2020-05-12,40049,9791,2918
E92000001,England,nation,2020-05-11,39669,10109,3057
E92000001,England,nation,2020-05-10,39314,9893,2001
E92000001,England,nation,2020-05-09,38891,10176,1793
E92000001,England,nation,2020-05-08,38428,10249,2621
E92000001,England,nation,2020-05-07,37946,10726,3201
E92000001,England,nation,2020-05-06,37411,11227,3260
E92000001,England,nation,2020-05-05,36887,11754,3137
E92000001,England,nation,2020-05-04,36350,12020,2844
E92000001,England,nation,2020-05-03,35788,12119,2631
E92000001,England,nation,2020-05-02,35232,12314,2744
E92000001,England,nation,2020-05-01,34642,12623,4082
E92000001,England,nation,2020-04-30,33981,12922,4306
E92000001,England,nation,2020-04-29,33321,13224,4728
E92000001,England,nation,2020-04-28,32622,13565,4104
E92000001,England,nation,2020-04-27,31921,14255,4024
E92000001,England,nation,2020-04-26,31197,14174,3132
E92000001,England,nation,2020-04-25,30434,14202,3367
E92000001,England,nation,2020-04-24,29663,14642,4344
E92000001,England,nation,2020-04-23,28789,15402,4556
E92000001,England,nation,2020-04-22,27896,16018,4794
E92000001,England,nation,2020-04-21,26957,16517,3972
E92000001,England,nation,2020-04-20,26041,16654,3674
E92000001,England,nation,2020-04-19,25049,16928,3471
E92000001,England,nation,2020-04-18,24082,16850,4106
E92000001,England,nation,2020-04-17,23052,16728,4061
E92000001,England,nation,2020-04-16,21945,17783,4344
E92000001,England,nation,2020-04-15,20798,17934,4215
E92000001,England,nation,2020-04-14,19698,18552,3537
E92000001,England,nation,2020-04-13,18618,18621,3428
E92000001,England,nation,2020-04-12,17542,18974,2936
E92000001,England,nation,2020-04-11,16334,18604,3060
E92000001,England,nation,2020-04-10,15131,18669,3576
E92000001,England,nation,2020-04-09,13968,18423,4054
E92000001,England,nation,2020-04-08,12791,18152,4281
E92000001,England,nation,2020-04-07,11505,17814,4564
E92000001,England,nation,2020-04-06,10360,17154,4370
E92000001,England,nation,2020-04-05,9335,16657,3074
E92000001,England,nation,2020-04-04,8272,15469,3379
E92000001,England,nation,2020-04-03,7249,13635,4077
E92000001,England,nation,2020-04-02,6322,12135,4062
E92000001,England,nation,2020-04-01,5430,12059,4117
E92000001,England,nation,2020-03-31,4604,11154,3781
E92000001,England,nation,2020-03-30,3863,9852,3515
E92000001,England,nation,2020-03-29,3232,8424,2435
E92000001,England,nation,2020-03-28,2701,7269,2368
E92000001,England,nation,2020-03-27,2252,6462,2649
E92000001,England,nation,2020-03-26,1836,5226,2606
E92000001,England,nation,2020-03-25,1466,4402,2252
E92000001,England,nation,2020-03-24,1167,3598,2024
E92000001,England,nation,2020-03-23,930,3183,2012
E92000001,England,nation,2020-03-22,742,2670,1206
E92000001,England,nation,2020-03-21,570,2152,1029
E92000001,England,nation,2020-03-20,444,1580,1083
E92000001,England,nation,2020-03-19,335,,928
E92000001,England,nation,2020-03-18,264,,908
E92000001,England,nation,2020-03-17,198,,680
E92000001,England,nation,2020-03-16,144,,543
E92000001,England,nation,2020-03-15,100,,396
E92000001,England,nation,2020-03-14,72,,315
E92000001,England,nation,2020-03-13,53,,392
E92000001,England,nation,2020-03-12,37,,415
E92000001,England,nation,2020-03-11,26,,351
E92000001,England,nation,2020-03-10,19,,228
E92000001,England,nation,2020-03-09,16,,125
E92000001,England,nation,2020-03-08,11,,50
E92000001,England,nation,2020-03-07,9,,55
E92000001,England,nation,2020-03-06,9,,73
E92000001,England,nation,2020-03-05,7,,46
E92000001,England,nation,2020-03-04,5,,49
E92000001,England,nation,2020-03-03,4,,54
E92000001,England,nation,2020-03-02,4,,38
E92000001,England,nation,2020-03-01,3,,20
E92000001,England,nation,2020-02-29,3,,5
E92000001,England,nation,2020-02-28,3,,11
E92000001,England,nation,2020-02-27,3,,7
E92000001,England,nation,2020-02-26,3,,4
E92000001,England,nation,2020-02-25,3,,5
E92000001,England,nation,2020-02-24,3,,2
E92000001,England,nation,2020-02-23,3,,1
E92000001,England,nation,2020-02-22,3,,0
E92000001,England,nation,2020-02-21,2,,1
E92000001,England,nation,2020-02-20,2,,0
E92000001,England,nation,2020-02-19,2,,0
E92000001,England,nation,2020-02-18,2,,0
E92000001,England,nation,2020-02-17,2,,0
E92000001,England,nation,2020-02-16,2,,0
E92000001,England,nation,2020-02-15,2,,0
E92000001,England,nation,2020-02-14,2,,0
E92000001,England,nation,2020-02-13,2,,0
E92000001,England,nation,2020-02-12,2,,0
E92000001,England,nation,2020-02-11,2,,1
E92000001,England,nation,2020-02-10,2,,0
E92000001,England,nation,2020-02-09,2,,1
E92000001,England,nation,2020-02-08,2,,4
E92000001,England,nation,2020-02-07,2,,0
E92000001,England,nation,2020-02-06,2,,0
E92000001,England,nation,2020-02-05,2,,1
E92000001,England,nation,2020-02-04,2,,0
E92000001,England,nation,2020-02-03,2,,0
E92000001,England,nation,2020-02-02,2,,0
E92000001,England,nation,2020-02-01,1,,0
E92000001,England,nation,2020-01-31,1,,0
E07000041,Exeter,ltla,2021-12-04,,,38
E07000041,Exeter,ltla,2021-12-03,,,98
E07000041,Exeter,ltla,2021-12-02,,,136
E07000041,Exeter,ltla,2021-12-01,,,126
E07000041,Exeter,ltla,2021-11-30,,,129
E07000041,Exeter,ltla,2021-11-29,,,160
E07000041,Exeter,ltla,2021-11-28,,,123
E07000041,Exeter,ltla,2021-11-27,,,88
E07000041,Exeter,ltla,2021-11-26,,,83
E07000041,Exeter,ltla,2021-11-25,,,109
E07000041,Exeter,ltla,2021-11-24,,,108
E07000041,Exeter,ltla,2021-11-23,,,127
E07000041,Exeter,ltla,2021-11-22,,,103
E07000041,Exeter,ltla,2021-11-21,,,72
E07000041,Exeter,ltla,2021-11-20,,,100
E07000041,Exeter,ltla,2021-11-19,,,86
E07000041,Exeter,ltla,2021-11-18,,,90
E07000041,Exeter,ltla,2021-11-17,,,130
E07000041,Exeter,ltla,2021-11-16,,,126
E07000041,Exeter,ltla,2021-11-15,,,96
E07000041,Exeter,ltla,2021-11-14,,,98
E07000041,Exeter,ltla,2021-11-13,,,70
E07000041,Exeter,ltla,2021-11-12,,,85
E07000041,Exeter,ltla,2021-11-11,,,104
E07000041,Exeter,ltla,2021-11-10,,,86
E07000041,Exeter,ltla,2021-11-09,,,97
E07000041,Exeter,ltla,2021-11-08,,,106
E07000041,Exeter,ltla,2021-11-07,,,66
E07000041,Exeter,ltla,2021-11-06,,,81
E07000041,Exeter,ltla,2021-11-05,,,68
E07000041,Exeter,ltla,2021-11-04,,,59
E07000041,Exeter,ltla,2021-11-03,,,81
E07000041,Exeter,ltla,2021-11-02,,,68
E07000041,Exeter,ltla,2021-11-01,,,83
E07000041,Exeter,ltla,2021-10-31,,,63
E07000041,Exeter,ltla,2021-10-30,,,52
E07000041,Exeter,ltla,2021-10-29,,,97
E07000041,Exeter,ltla,2021-10-28,,,93
E07000041,Exeter,ltla,2021-10-27,,,88
E07000041,Exeter,ltla,2021-10-26,,,85
E07000041,Exeter,ltla,2021-10-25,,,84
E07000041,Exeter,ltla,2021-10-24,,,52
E07000041,Exeter,ltla,2021-10-23,,,61
E07000041,Exeter,ltla,2021-10-22,,,82
E07000041,Exeter,ltla,2021-10-21,,,88
E07000041,Exeter,ltla,2021-10-20,,,102
E07000041,Exeter,ltla,2021-10-19,,,69
E07000041,Exeter,ltla,2021-10-18,,,104
E07000041,Exeter,ltla,2021-10-17,,,73
E07000041,Exeter,ltla,2021-10-16,,,59
E07000041,Exeter,ltla,2021-10-15,,,54
E07000041,Exeter,ltla,2021-10-14,,,67
E07000041,Exeter,ltla,2021-10-13,,,46
E07000041,Exeter,ltla,2021-10-12,,,64
E07000041,Exeter,ltla,2021-10-11,,,74
E07000041,Exeter,ltla,2021-10-10,,,71
E07000041,Exeter,ltla,2021-10-09,,,43
E07000041,Exeter,ltla,2021-10-08,,,75
E07000041,Exeter,ltla,2021-10-07,,,64
E07000041,Exeter,ltla,2021-10-06,,,55
E07000041,Exeter,ltla,2021-10-05,,,59
E07000041,Exeter,ltla,2021-10-04,,,81
E07000041,Exeter,ltla,2021-10-03,,,79
E07000041,Exeter,ltla,2021-10-02,,,41
E07000041,Exeter,ltla,2021-10-01,,,44
E07000041,Exeter,ltla,2021-09-30,,,53
E07000041,Exeter,ltla,2021-09-29,,,54
E07000041,Exeter,ltla,2021-09-28,,,72
E07000041,Exeter,ltla,2021-09-27,,,73
E07000041,Exeter,ltla,2021-09-26,,,51
E07000041,Exeter,ltla,2021-09-25,,,47
E07000041,Exeter,ltla,2021-09-24,,,35
E07000041,Exeter,ltla,2021-09-23,,,50
E07000041,Exeter,ltla,2021-09-22,,,47
E07000041,Exeter,ltla,2021-09-21,,,59
E07000041,Exeter,ltla,2021-09-20,,,53
E07000041,Exeter,ltla,2021-09-19,,,31
E07000041,Exeter,ltla,2021-09-18,,,27
E07000041,Exeter,ltla,2021-09-17,,,45
E07000041,Exeter,ltla,2021-09-16,,,48
E07000041,Exeter,ltla,2021-09-15,,,35
E07000041,Exeter,ltla,2021-09-14,,,59
E07000041,Exeter,ltla,2021-09-13,,,59
E07000041,Exeter,ltla,2021-09-12,,,31
E07000041,Exeter,ltla,2021-09-11,,,39
E07000041,Exeter,ltla,2021-09-10,,,25
E07000041,Exeter,ltla,2021-09-09,,,43
E07000041,Exeter,ltla,2021-09-08,,,64
E07000041,Exeter,ltla,2021-09-07,,,52
E07000041,Exeter,ltla,2021-09-06,,,60
E07000041,Exeter,ltla,2021-09-05,,,50
E07000041,Exeter,ltla,2021-09-04,,,50
E07000041,Exeter,ltla,2021-09-03,,,87
E07000041,Exeter,ltla,2021-09-02,,,64
E07000041,Exeter,ltla,2021-09-01,,,72
E07000041,Exeter,ltla,2021-08-31,,,87
E07000041,Exeter,ltla,2021-08-30,,,50
E07000041,Exeter,ltla,2021-08-29,,,43
E07000041,Exeter,ltla,2021-08-28,,,58
E07000041,Exeter,ltla,2021-08-27,,,59
E07000041,Exeter,ltla,2021-08-26,,,72
E07000041,Exeter,ltla,2021-08-25,,,66
E07000041,Exeter,ltla,2021-08-24,,,86
E07000041,Exeter,ltla,2021-08-23,,,106
E07000041,Exeter,ltla,2021-08-22,,,69
E07000041,Exeter,ltla,2021-08-21,,,70
E07000041,Exeter,ltla,2021-08-20,,,94
E07000041,Exeter,ltla,2021-08-19,,,125
E07000041,Exeter,ltla,2021-08-18,,,155
E07000041,Exeter,ltla,2021-08-17,,,178
E07000041,Exeter,ltla,2021-08-16,,,104
E07000041,Exeter,ltla,2021-08-15,,,63
E07000041,Exeter,ltla,2021-08-14,,,73
E07000041,Exeter,ltla,2021-08-13,,,108
E07000041,Exeter,ltla,2021-08-12,,,97
E07000041,Exeter,ltla,2021-08-11,,,106
E07000041,Exeter,ltla,2021-08-10,,,108
E07000041,Exeter,ltla,2021-08-09,,,102
E07000041,Exeter,ltla,2021-08-08,,,74
E07000041,Exeter,ltla,2021-08-07,,,80
E07000041,Exeter,ltla,2021-08-06,,,111
E07000041,Exeter,ltla,2021-08-05,,,115
E07000041,Exeter,ltla,2021-08-04,,,140
E07000041,Exeter,ltla,2021-08-03,,,120
E07000041,Exeter,ltla,2021-08-02,,,126
E07000041,Exeter,ltla,2021-08-01,,,90
E07000041,Exeter,ltla,2021-07-31,,,94
E07000041,Exeter,ltla,2021-07-30,,,99
E07000041,Exeter,ltla,2021-07-29,,,110
E07000041,Exeter,ltla,2021-07-28,,,122
E07000041,Exeter,ltla,2021-07-27,,,121
E07000041,Exeter,ltla,2021-07-26,,,122
E07000041,Exeter,ltla,2021-07-25,,,72
E07000041,Exeter,ltla,2021-07-24,,,66
E07000041,Exeter,ltla,2021-07-23,,,47
E07000041,Exeter,ltla,2021-07-22,,,60
E07000041,Exeter,ltla,2021-07-21,,,78
E07000041,Exeter,ltla,2021-07-20,,,74
E07000041,Exeter,ltla,2021-07-19,,,91
E07000041,Exeter,ltla,2021-07-18,,,65
E07000041,Exeter,ltla,2021-07-17,,,70
E07000041,Exeter,ltla,2021-07-16,,,83
E07000041,Exeter,ltla,2021-07-15,,,108
E07000041,Exeter,ltla,2021-07-14,,,93
E07000041,Exeter,ltla,2021-07-13,,,72
E07000041,Exeter,ltla,2021-07-12,,,69
E07000041,Exeter,ltla,2021-07-11,,,54
E07000041,Exeter,ltla,2021-07-10,,,46
E07000041,Exeter,ltla,2021-07-09,,,46
E07000041,Exeter,ltla,2021-07-08,,,46
E07000041,Exeter,ltla,2021-07-07,,,55
E07000041,Exeter,ltla,2021-07-06,,,71
E07000041,Exeter,ltla,2021-07-05,,,44
E07000041,Exeter,ltla,2021-07-04,,,32
E07000041,Exeter,ltla,2021-07-03,,,57
E07000041,Exeter,ltla,2021-07-02,,,47
E07000041,Exeter,ltla,2021-07-01,,,45
E07000041,Exeter,ltla,2021-06-30,,,51
E07000041,Exeter,ltla,2021-06-29,,,69
E07000041,Exeter,ltla,2021-06-28,,,55
E07000041,Exeter,ltla,2021-06-27,,,41
E07000041,Exeter,ltla,2021-06-26,,,38
E07000041,Exeter,ltla,2021-06-25,,,68
E07000041,Exeter,ltla,2021-06-24,,,44
E07000041,Exeter,ltla,2021-06-23,,,45
E07000041,Exeter,ltla,2021-06-22,,,52
E07000041,Exeter,ltla,2021-06-21,,,24
E07000041,Exeter,ltla,2021-06-20,,,25
E07000041,Exeter,ltla,2021-06-19,,,12
E07000041,Exeter,ltla,2021-06-18,,,29
E07000041,Exeter,ltla,2021-06-17,,,28
E07000041,Exeter,ltla,2021-06-16,,,31
E07000041,Exeter,ltla,2021-06-15,,,16
E07000041,Exeter,ltla,2021-06-14,,,19
E07000041,Exeter,ltla,2021-06-13,,,13
E07000041,Exeter,ltla,2021-06-12,,,14
E07000041,Exeter,ltla,2021-06-11,,,14
E07000041,Exeter,ltla,2021-06-10,,,14
E07000041,Exeter,ltla,2021-06-09,,,8
E07000041,Exeter,ltla,2021-06-08,,,4
E07000041,Exeter,ltla,2021-06-07,,,16
E07000041,Exeter,ltla,2021-06-06,,,5
E07000041,Exeter,ltla,2021-06-05,,,5
E07000041,Exeter,ltla,2021-06-04,,,3
E07000041,Exeter,ltla,2021-06-03,,,7
E07000041,Exeter,ltla,2021-06-02,,,3
E07000041,Exeter,ltla,2021-06-01,,,1
E07000041,Exeter,ltla,2021-05-31,,,3
E07000041,Exeter,ltla,2021-05-30,,,4
E07000041,Exeter,ltla,2021-05-29,,,2
E07000041,Exeter,ltla,2021-05-28,,,3
E07000041,Exeter,ltla,2021-05-27,,,3
E07000041,Exeter,ltla,2021-05-26,,,0
E07000041,Exeter,ltla,2021-05-25,,,2
E07000041,Exeter,ltla,2021-05-24,,,2
E07000041,Exeter,ltla,2021-05-23,,,4
E07000041,Exeter,ltla,2021-05-22,,,3
E07000041,Exeter,ltla,2021-05-21,,,1
E07000041,Exeter,ltla,2021-05-20,,,2
E07000041,Exeter,ltla,2021-05-19,,,4
E07000041,Exeter,ltla,2021-05-18,,,2
E07000041,Exeter,ltla,2021-05-17,,,0
E07000041,Exeter,ltla,2021-05-16,,,1
E07000041,Exeter,ltla,2021-05-15,,,1
E07000041,Exeter,ltla,2021-05-14,,,1
E07000041,Exeter,ltla,2021-05-13,,,1
E07000041,Exeter,ltla,2021-05-12,,,1
E07000041,Exeter,ltla,2021-05-11,,,2
E07000041,Exeter,ltla,2021-05-10,,,1
E07000041,Exeter,ltla,2021-05-09,,,1
E07000041,Exeter,ltla,2021-05-08,,,0
E07000041,Exeter,ltla,2021-05-07,,,13
E07000041,Exeter,ltla,2021-05-06,,,1
E07000041,Exeter,ltla,2021-05-05,,,1
E07000041,Exeter,ltla,2021-05-04,,,1
E07000041,Exeter,ltla,2021-05-03,,,0
E07000041,Exeter,ltla,2021-05-02,,,1
E07000041,Exeter,ltla,2021-05-01,,,1
E07000041,Exeter,ltla,2021-04-30,,,0
E07000041,Exeter,ltla,2021-04-29,,,7
E07000041,Exeter,ltla,2021-04-28,,,6
E07000041,Exeter,ltla,2021-04-27,,,0
E07000041,Exeter,ltla,2021-04-26,,,4
E07000041,Exeter,ltla,2021-04-25,,,5
E07000041,Exeter,ltla,2021-04-24,,,1
E07000041,Exeter,ltla,2021-04-23,,,2
E07000041,Exeter,ltla,2021-04-22,,,2
E07000041,Exeter,ltla,2021-04-21,,,2
E07000041,Exeter,ltla,2021-04-20,,,2
E07000041,Exeter,ltla,2021-04-19,,,3
E07000041,Exeter,ltla,2021-04-18,,,1
E07000041,Exeter,ltla,2021-04-17,,,0
E07000041,Exeter,ltla,2021-04-16,,,2
E07000041,Exeter,ltla,2021-04-15,,,3
E07000041,Exeter,ltla,2021-04-14,,,2
E07000041,Exeter,ltla,2021-04-13,,,3
E07000041,Exeter,ltla,2021-04-12,,,2
E07000041,Exeter,ltla,2021-04-11,,,1
E07000041,Exeter,ltla,2021-04-10,,,3
E07000041,Exeter,ltla,2021-04-09,,,5
E07000041,Exeter,ltla,2021-04-08,,,0
E07000041,Exeter,ltla,2021-04-07,,,2
E07000041,Exeter,ltla,2021-04-06,,,3
E07000041,Exeter,ltla,2021-04-05,,,0
E07000041,Exeter,ltla,2021-04-04,,,0
E07000041,Exeter,ltla,2021-04-03,,,2
E07000041,Exeter,ltla,2021-04-02,,,2
E07000041,Exeter,ltla,2021-04-01,,,1
E07000041,Exeter,ltla,2021-03-31,,,3
E07000041,Exeter,ltla,2021-03-30,,,3
E07000041,Exeter,ltla,2021-03-29,,,2
E07000041,Exeter,ltla,2021-03-28,,,2
E07000041,Exeter,ltla,2021-03-27,,,6
E07000041,Exeter,ltla,2021-03-26,,,0
E07000041,Exeter,ltla,2021-03-25,,,5
E07000041,Exeter,ltla,2021-03-24,,,7
E07000041,Exeter,ltla,2021-03-23,,,4
E07000041,Exeter,ltla,2021-03-22,,,3
E07000041,Exeter,ltla,2021-03-21,,,3
E07000041,Exeter,ltla,2021-03-20,,,1
E07000041,Exeter,ltla,2021-03-19,,,0
E07000041,Exeter,ltla,2021-03-18,,,3
E07000041,Exeter,ltla,2021-03-17,,,5
E07000041,Exeter,ltla,2021-03-16,,,3
E07000041,Exeter,ltla,2021-03-15,,,3
E07000041,Exeter,ltla,2021-03-14,,,8
E07000041,Exeter,ltla,2021-03-13,,,1
E07000041,Exeter,ltla,2021-03-12,,,5
E07000041,Exeter,ltla,2021-03-11,,,7
E07000041,Exeter,ltla,2021-03-10,,,5
E07000041,Exeter,ltla,2021-03-09,,,1
E07000041,Exeter,ltla,2021-03-08,,,7
E07000041,Exeter,ltla,2021-03-07,,,7
E07000041,Exeter,ltla,2021-03-06,,,6
E07000041,Exeter,ltla,2021-03-05,,,4
E07000041,Exeter,ltla,2021-03-04,,,7
E07000041,Exeter,ltla,2021-03-03,,,2
E07000041,Exeter,ltla,2021-03-02,,,5
E07000041,Exeter,ltla,2021-03-01,,,5
E07000041,Exeter,ltla,2021-02-28,,,2
E07000041,Exeter,ltla,2021-02-27,,,1
E07000041,Exeter,ltla,2021-02-26,,,9
E07000041,Exeter,ltla,2021-02-25,,,10
E07000041,Exeter,ltla,2021-02-24,,,5
E07000041,Exeter,ltla,2021-02-23,,,9
E07000041,Exeter,ltla,2021-02-22,,,9
E07000041,Exeter,ltla,2021-02-21,,,11
E07000041,Exeter,ltla,2021-02-20,,,5
E07000041,Exeter,ltla,2021-02-19,,,12
E07000041,Exeter,ltla,2021-02-18,,,10
E07000041,Exeter,ltla,2021-02-17,,,15
E07000041,Exeter,ltla,2021-02-16,,,9
E07000041,Exeter,ltla,2021-02-15,,,12
E07000041,Exeter,ltla,2021-02-14,,,3
E07000041,Exeter,ltla,2021-02-13,,,5
E07000041,Exeter,ltla,2021-02-12,,,22
E07000041,Exeter,ltla,2021-02-11,,,29
E07000041,Exeter,ltla,2021-02-10,,,9
E07000041,Exeter,ltla,2021-02-09,,,17
E07000041,Exeter,ltla,2021-02-08,,,4
E07000041,Exeter,ltla,2021-02-07,,,17
E07000041,Exeter,ltla,2021-02-06,,,16
E07000041,Exeter,ltla,2021-02-05,,,7
E07000041,Exeter,ltla,2021-02-04,,,7
E07000041,Exeter,ltla,2021-02-03,,,2
E07000041,Exeter,ltla,2021-02-02,,,5
E07000041,Exeter,ltla,2021-02-01,,,4
E07000041,Exeter,ltla,2021-01-31,,,9
E07000041,Exeter,ltla,2021-01-30,,,6
E07000041,Exeter,ltla,2021-01-29,,,14
E07000041,Exeter,ltla,2021-01-28,,,8
E07000041,Exeter,ltla,2021-01-27,,,12
E07000041,Exeter,ltla,2021-01-26,,,7
E07000041,Exeter,ltla,2021-01-25,,,18
E07000041,Exeter,ltla,2021-01-24,,,16
E07000041,Exeter,ltla,2021-01-23,,,20
E07000041,Exeter,ltla,2021-01-22,,,21
E07000041,Exeter,ltla,2021-01-21,,,10
E07000041,Exeter,ltla,2021-01-20,,,19
E07000041,Exeter,ltla,2021-01-19,,,36
E07000041,Exeter,ltla,2021-01-18,,,45
E07000041,Exeter,ltla,2021-01-17,,,17
E07000041,Exeter,ltla,2021-01-16,,,33
E07000041,Exeter,ltla,2021-01-15,,,41
E07000041,Exeter,ltla,2021-01-14,,,54
E07000041,Exeter,ltla,2021-01-13,,,44
E07000041,Exeter,ltla,2021-01-12,,,55
E07000041,Exeter,ltla,2021-01-11,,,63
E07000041,Exeter,ltla,2021-01-10,,,28
E07000041,Exeter,ltla,2021-01-09,,,46
E07000041,Exeter,ltla,2021-01-08,,,48
E07000041,Exeter,ltla,2021-01-07,,,69
E07000041,Exeter,ltla,2021-01-06,,,69
E07000041,Exeter,ltla,2021-01-05,,,67
E07000041,Exeter,ltla,2021-01-04,,,78
E07000041,Exeter,ltla,2021-01-03,,,28
E07000041,Exeter,ltla,2021-01-02,,,33
E07000041,Exeter,ltla,2021-01-01,,,45
E07000041,Exeter,ltla,2020-12-31,,,34
E07000041,Exeter,ltla,2020-12-30,,,49
E07000041,Exeter,ltla,2020-12-29,,,95
E07000041,Exeter,ltla,2020-12-28,,,41
E07000041,Exeter,ltla,2020-12-27,,,31
E07000041,Exeter,ltla,2020-12-26,,,30
E07000041,Exeter,ltla,2020-12-25,,,5
E07000041,Exeter,ltla,2020-12-24,,,29
E07000041,Exeter,ltla,2020-12-23,,,25
E07000041,Exeter,ltla,2020-12-22,,,34
E07000041,Exeter,ltla,2020-12-21,,,42
E07000041,Exeter,ltla,2020-12-20,,,31
E07000041,Exeter,ltla,2020-12-19,,,19
E07000041,Exeter,ltla,2020-12-18,,,38
E07000041,Exeter,ltla,2020-12-17,,,30
E07000041,Exeter,ltla,2020-12-16,,,24
E07000041,Exeter,ltla,2020-12-15,,,28
E07000041,Exeter,ltla,2020-12-14,,,21
E07000041,Exeter,ltla,2020-12-13,,,19
E07000041,Exeter,ltla,2020-12-12,,,16
E07000041,Exeter,ltla,2020-12-11,,,19
E07000041,Exeter,ltla,2020-12-10,,,22
E07000041,Exeter,ltla,2020-12-09,,,14
E07000041,Exeter,ltla,2020-12-08,,,16
E07000041,Exeter,ltla,2020-12-07,,,28
E07000041,Exeter,ltla,2020-12-06,,,7
E07000041,Exeter,ltla,2020-12-05,,,12
E07000041,Exeter,ltla,2020-12-04,,,16
E07000041,Exeter,ltla,2020-12-03,,,17
E07000041,Exeter,ltla,2020-12-02,,,15
E07000041,Exeter,ltla,2020-12-01,,,23
E07000041,Exeter,ltla,2020-11-30,,,19
E07000041,Exeter,ltla,2020-11-29,,,25
E07000041,Exeter,ltla,2020-11-28,,,10
E07000041,Exeter,ltla,2020-11-27,,,22
E07000041,Exeter,ltla,2020-11-26,,,18
E07000041,Exeter,ltla,2020-11-25,,,19
E07000041,Exeter,ltla,2020-11-24,,,21
E07000041,Exeter,ltla,2020-11-23,,,31
E07000041,Exeter,ltla,2020-11-22,,,10
E07000041,Exeter,ltla,2020-11-21,,,12
E07000041,Exeter,ltla,2020-11-20,,,19
E07000041,Exeter,ltla,2020-11-19,,,27
E07000041,Exeter,ltla,2020-11-18,,,30
E07000041,Exeter,ltla,2020-11-17,,,26
E07000041,Exeter,ltla,2020-11-16,,,30
E07000041,Exeter,ltla,2020-11-15,,,27
E07000041,Exeter,ltla,2020-11-14,,,23
E07000041,Exeter,ltla,2020-11-13,,,32
E07000041,Exeter,ltla,2020-11-12,,,38
E07000041,Exeter,ltla,2020-11-11,,,27
E07000041,Exeter,ltla,2020-11-10,,,44
E07000041,Exeter,ltla,2020-11-09,,,36
E07000041,Exeter,ltla,2020-11-08,,,24
E07000041,Exeter,ltla,2020-11-07,,,22
E07000041,Exeter,ltla,2020-11-06,,,28
E07000041,Exeter,ltla,2020-11-05,,,24
E07000041,Exeter,ltla,2020-11-04,,,32
E07000041,Exeter,ltla,2020-11-03,,,24
E07000041,Exeter,ltla,2020-11-02,,,31
E07000041,Exeter,ltla,2020-11-01,,,17
E07000041,Exeter,ltla,2020-10-31,,,18
E07000041,Exeter,ltla,2020-10-30,,,23
E07000041,Exeter,ltla,2020-10-29,,,25
E07000041,Exeter,ltla,2020-10-28,,,25
E07000041,Exeter,ltla,2020-10-27,,,28
E07000041,Exeter,ltla,2020-10-26,,,23
E07000041,Exeter,ltla,2020-10-25,,,15
E07000041,Exeter,ltla,2020-10-24,,,12
E07000041,Exeter,ltla,2020-10-23,,,28
E07000041,Exeter,ltla,2020-10-22,,,31
E07000041,Exeter,ltla,2020-10-21,,,28
E07000041,Exeter,ltla,2020-10-20,,,35
E07000041,Exeter,ltla,2020-10-19,,,33
E07000041,Exeter,ltla,2020-10-18,,,28
E07000041,Exeter,ltla,2020-10-17,,,24
E07000041,Exeter,ltla,2020-10-16,,,30
E07000041,Exeter,ltla,2020-10-15,,,23
E07000041,Exeter,ltla,2020-10-14,,,43
E07000041,Exeter,ltla,2020-10-13,,,52
E07000041,Exeter,ltla,2020-10-12,,,51
